Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185740,"Friday, December 31, 2021",East,UP-East,Ayodhya,Men,Apparel,63,47,2961,1362.06,0.46,Online
Foot Locker,1185740,"Wednesday, January 1, 2020",East,UP-East,Ayodhya,Women,Apparel,68,83,5644,2426.92,0.43,Online
Foot Locker,1185744,"Monday, February 8, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,30,50,15000,6000,0.4,In-store
Foot Locker,1185744,"Monday, February 8, 2021",West,Rajisthan,Jaipur,Men,Apparel,45,125,56250,16875,0.3,In-store
Foot Locker,1185744,"Monday, February 8, 2021",West,Rajisthan,Jaipur,Women,Apparel,35,225,78750,31500,0.4,In-store
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,35,445,155750,54512.5,0.35,In-store
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,35,150,52500,18375,0.35,In-store
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,25,175,43750,17500,0.4,In-store
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,30,25,7500,3000,0.4,In-store
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Men,Apparel,45,75,33750,10125,0.3,In-store
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Women,Apparel,35,175,61250,24500,0.4,In-store
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,35,425,148750,52062.5,0.35,In-store
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,35,125,43750,15312.5,0.35,In-store
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,25,125,31250,12500,0.4,In-store
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,30,50,15000,6000,0.4,In-store
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Men,Apparel,45,50,22500,6750,0.3,In-store
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Women,Apparel,35,200,70000,28000,0.4,In-store
Foot Locker,1185744,"Thursday, May 6, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,50,470,235000,82250,0.35,In-store
Foot Locker,1185744,"Thursday, May 6, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,45,175,78750,27562.5,0.35,In-store
Foot Locker,1185744,"Thursday, May 6, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,40,200,80000,32000,0.4,In-store
Foot Locker,1185744,"Thursday, May 6, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,40,150,60000,24000,0.4,In-store
Foot Locker,1185744,"Thursday, May 6, 2021",West,Rajisthan,Jaipur,Men,Apparel,50,175,87500,26250,0.3,In-store
Foot Locker,1185744,"Thursday, May 6, 2021",West,Rajisthan,Jaipur,Women,Apparel,55,300,165000,66000,0.4,In-store
Foot Locker,1185744,"Tuesday, June 8, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,50,550,275000,96250,0.35,In-store
Foot Locker,1185744,"Tuesday, June 8, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,45,300,135000,47250,0.35,In-store
Foot Locker,1185744,"Tuesday, June 8, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,40,225,90000,36000,0.4,In-store
Foot Locker,1185744,"Tuesday, June 8, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,40,200,80000,32000,0.4,In-store
Foot Locker,1185744,"Tuesday, June 8, 2021",West,Rajisthan,Jaipur,Men,Apparel,50,200,100000,30000,0.3,In-store
Foot Locker,1185744,"Tuesday, June 8, 2021",West,Rajisthan,Jaipur,Women,Apparel,55,350,192500,77000,0.4,In-store
Foot Locker,1185744,"Tuesday, July 6, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,50,575,287500,100625,0.35,In-store
Foot Locker,1185744,"Tuesday, July 6, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,45,325,146250,51187.5,0.35,In-store
Foot Locker,1185744,"Tuesday, July 6, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,40,250,100000,40000,0.4,In-store
Foot Locker,1185744,"Tuesday, July 6, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,40,200,80000,32000,0.4,In-store
Foot Locker,1185744,"Tuesday, July 6, 2021",West,Rajisthan,Jaipur,Men,Apparel,50,225,112500,33750,0.3,In-store
Foot Locker,1185744,"Tuesday, July 6, 2021",West,Rajisthan,Jaipur,Women,Apparel,55,400,220000,88000,0.4,In-store
Foot Locker,1185744,"Saturday, August 7, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,50,550,275000,96250,0.35,In-store
Foot Locker,1185744,"Saturday, August 7, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,45,325,146250,51187.5,0.35,In-store
Foot Locker,1185744,"Saturday, August 7, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,40,250,100000,40000,0.4,In-store
Foot Locker,1185744,"Saturday, August 7, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,40,150,60000,24000,0.4,In-store
Foot Locker,1185744,"Saturday, August 7, 2021",West,Rajisthan,Jaipur,Men,Apparel,50,125,62500,18750,0.3,In-store
Foot Locker,1185744,"Saturday, August 7, 2021",West,Rajisthan,Jaipur,Women,Apparel,55,300,165000,66000,0.4,In-store
Foot Locker,1185744,"Monday, September 6, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,50,425,212500,74375,0.35,In-store
Foot Locker,1185744,"Monday, September 6, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,45,225,101250,35437.5,0.35,In-store
Foot Locker,1185744,"Monday, September 6, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,40,125,50000,20000,0.4,In-store
Foot Locker,1185744,"Monday, September 6, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,40,100,40000,16000,0.4,In-store
Foot Locker,1185744,"Monday, September 6, 2021",West,Rajisthan,Jaipur,Men,Apparel,50,100,50000,15000,0.3,In-store
Foot Locker,1185744,"Monday, September 6, 2021",West,Rajisthan,Jaipur,Women,Apparel,55,200,110000,44000,0.4,In-store
Foot Locker,1185744,"Friday, October 8, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,55,375,206250,72187.5,0.35,In-store
Foot Locker,1185744,"Friday, October 8, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,50,200,100000,35000,0.35,In-store
Foot Locker,1185744,"Friday, October 8, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,50,100,50000,20000,0.4,In-store
Foot Locker,1185744,"Friday, October 8, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,50,75,37500,15000,0.4,In-store
Foot Locker,1185744,"Friday, October 8, 2021",West,Rajisthan,Jaipur,Men,Apparel,60,75,45000,13500,0.3,In-store
Foot Locker,1185744,"Monday, February 8, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,29,13,377,203.58,0.54,Online
Foot Locker,1185744,"Monday, February 8, 2021",West,Rajisthan,Jaipur,Men,Apparel,41,35,1435,588.35,0.41,Online
Foot Locker,1185744,"Monday, February 8, 2021",West,Rajisthan,Jaipur,Women,Apparel,33,65,2145,1136.85,0.53,Online
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,34,111,3774,1887,0.5,Online
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,34,44,1496,673.2,0.45,Online
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,23,51,1173,609.96,0.52,Online
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Women,Athletic Footwear,29,8,232,116,0.5,Online
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Men,Apparel,44,20,880,396,0.45,Online
Foot Locker,1185744,"Saturday, March 6, 2021",West,Rajisthan,Jaipur,Women,Apparel,32,51,1632,881.28,0.54,Online
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Men,Street Footwear,32,111,3552,1740.48,0.49,Online
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Men,Athletic Footwear,32,33,1056,528,0.5,Online
Foot Locker,1185744,"Wednesday, April 7, 2021",West,Rajisthan,Jaipur,Women,Street Footwear,24,36,864,449.28,0.52,Online
Foot Locker,1185745,"Wednesday, April 7, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,29,13,377,199.81,0.53,Online
Foot Locker,1185745,"Wednesday, April 7, 2021",West,Rajisthan,Jodhpur,Men,Apparel,44,15,660,264,0.4,Online
Foot Locker,1185745,"Wednesday, April 7, 2021",West,Rajisthan,Jodhpur,Women,Apparel,33,50,1650,858,0.52,Online
Foot Locker,1185745,"Thursday, May 6, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,49,122,5978,2989,0.5,Online
Foot Locker,1185745,"Thursday, May 6, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,43,49,2107,948.15,0.45,Online
Foot Locker,1185745,"Thursday, May 6, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,39,60,2340,1263.6,0.54,Online
Foot Locker,1185745,"Thursday, May 6, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,39,44,1716,892.32,0.52,Online
Foot Locker,1185745,"Thursday, May 6, 2021",West,Rajisthan,Jodhpur,Men,Apparel,49,46,2254,901.6,0.4,Online
Foot Locker,1185745,"Thursday, May 6, 2021",West,Rajisthan,Jodhpur,Women,Apparel,52,81,4212,2232.36,0.53,Online
Foot Locker,1185745,"Tuesday, June 8, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,47,138,6486,2918.7,0.45,Online
Foot Locker,1185745,"Tuesday, June 8, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,41,90,3690,1808.1,0.49,Online
Foot Locker,1185745,"Tuesday, June 8, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,39,65,2535,1394.25,0.55,Online
Foot Locker,1185745,"Tuesday, June 8, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,39,60,2340,1263.6,0.54,Online
Foot Locker,1185745,"Tuesday, June 8, 2021",West,Rajisthan,Jodhpur,Men,Apparel,48,58,2784,1141.44,0.41,Online
Foot Locker,1185745,"Tuesday, June 8, 2021",West,Rajisthan,Jodhpur,Women,Apparel,51,88,4488,2288.88,0.51,Online
Foot Locker,1185745,"Tuesday, July 6, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,46,167,7682,3456.9,0.45,Online
Foot Locker,1185745,"Tuesday, July 6, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,41,81,3321,1660.5,0.5,Online
Foot Locker,1185745,"Tuesday, July 6, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,37,65,2405,1250.6,0.52,Online
Foot Locker,1185745,"Tuesday, July 6, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,37,58,2146,1115.92,0.52,Online
Foot Locker,1185745,"Tuesday, July 6, 2021",West,Rajisthan,Jodhpur,Men,Apparel,47,63,2961,1184.4,0.4,Online
Foot Locker,1185745,"Tuesday, July 6, 2021",West,Rajisthan,Jodhpur,Women,Apparel,50,116,5800,2900,0.5,Online
Foot Locker,1185745,"Saturday, August 7, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,46,143,6578,3157.44,0.48,Online
Foot Locker,1185745,"Saturday, August 7, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,42,91,3822,1796.34,0.47,Online
Foot Locker,1185745,"Saturday, August 7, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,38,75,2850,1567.5,0.55,Online
Foot Locker,1185745,"Saturday, August 7, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,37,39,1443,764.79,0.53,Online
Foot Locker,1185745,"Saturday, August 7, 2021",West,Rajisthan,Jodhpur,Men,Apparel,45,31,1395,558,0.4,Online
Foot Locker,1185745,"Saturday, August 7, 2021",West,Rajisthan,Jodhpur,Women,Apparel,52,87,4524,2442.96,0.54,Online
Foot Locker,1185745,"Monday, September 6, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,45,111,4995,2247.75,0.45,Online
Foot Locker,1185745,"Monday, September 6, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,43,56,2408,1155.84,0.48,Online
Foot Locker,1185745,"Monday, September 6, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,36,38,1368,697.68,0.51,Online
Foot Locker,1185745,"Monday, September 6, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,39,27,1053,568.62,0.54,Online
Foot Locker,1185745,"Monday, September 6, 2021",West,Rajisthan,Jodhpur,Men,Apparel,47,27,1269,520.29,0.41,Online
Foot Locker,1185745,"Monday, September 6, 2021",West,Rajisthan,Jodhpur,Women,Apparel,52,58,3016,1538.16,0.51,Online
Foot Locker,1185745,"Friday, October 8, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,53,94,4982,2491,0.5,Online
Foot Locker,1185745,"Friday, October 8, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,46,56,2576,1262.24,0.49,Online
Foot Locker,1185745,"Friday, October 8, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,45,29,1305,678.6,0.52,Online
Foot Locker,1185745,"Friday, October 8, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,47,23,1081,540.5,0.5,Online
Foot Locker,1185745,"Friday, October 8, 2021",West,Rajisthan,Jodhpur,Men,Apparel,55,19,1045,418,0.4,Online
Foot Locker,1185745,"Monday, February 8, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,20,16,320,144,0.45,Outlet
Foot Locker,1185745,"Monday, February 8, 2021",West,Rajisthan,Jodhpur,Men,Apparel,34,40,1360,489.6,0.36,Outlet
Foot Locker,1185745,"Monday, February 8, 2021",West,Rajisthan,Jodhpur,Women,Apparel,27,77,2079,977.13,0.47,Outlet
Foot Locker,1185745,"Saturday, March 6, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,26,156,4056,1500.72,0.37,Outlet
Foot Locker,1185745,"Saturday, March 6, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,27,45,1215,473.85,0.39,Outlet
Foot Locker,1185745,"Saturday, March 6, 2021",West,Rajisthan,Jodhpur,Women,Street Footwear,17,56,952,447.44,0.47,Outlet
Foot Locker,1185745,"Saturday, March 6, 2021",West,Rajisthan,Jodhpur,Women,Athletic Footwear,20,8,160,75.2,0.47,Outlet
Foot Locker,1185745,"Saturday, March 6, 2021",West,Rajisthan,Jodhpur,Men,Apparel,33,25,825,297,0.36,Outlet
Foot Locker,1185745,"Saturday, March 6, 2021",West,Rajisthan,Jodhpur,Women,Apparel,25,58,1450,638,0.44,Outlet
Foot Locker,1185745,"Wednesday, April 7, 2021",West,Rajisthan,Jodhpur,Men,Street Footwear,28,132,3696,1552.32,0.42,Outlet
Foot Locker,1185745,"Wednesday, April 7, 2021",West,Rajisthan,Jodhpur,Men,Athletic Footwear,23,40,920,368,0.4,Outlet
Foot Locker,1185743,"Wednesday, April 7, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,16,44,704,295.68,0.42,Outlet
Foot Locker,1185743,"Wednesday, April 7, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,21,17,357,160.65,0.45,Outlet
Foot Locker,1185743,"Wednesday, April 7, 2021",West,Rajisthan,Bikaner,Men,Apparel,33,15,495,158.4,0.32,Outlet
Foot Locker,1185743,"Wednesday, April 7, 2021",West,Rajisthan,Bikaner,Women,Apparel,26,60,1560,686.4,0.44,Outlet
Foot Locker,1185743,"Thursday, May 6, 2021",West,Rajisthan,Bikaner,Men,Street Footwear,39,150,5850,2398.5,0.41,Outlet
Foot Locker,1185743,"Thursday, May 6, 2021",West,Rajisthan,Bikaner,Men,Athletic Footwear,32,58,1856,686.72,0.37,Outlet
Foot Locker,1185743,"Thursday, May 6, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,32,60,1920,806.4,0.42,Outlet
Foot Locker,1185743,"Thursday, May 6, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,27,51,1377,633.42,0.46,Outlet
Foot Locker,1185743,"Thursday, May 6, 2021",West,Rajisthan,Bikaner,Men,Apparel,40,54,2160,799.2,0.37,Outlet
Foot Locker,1185743,"Thursday, May 6, 2021",West,Rajisthan,Bikaner,Women,Apparel,36,93,3348,1473.12,0.44,Outlet
Foot Locker,1185743,"Tuesday, June 8, 2021",West,Rajisthan,Bikaner,Men,Street Footwear,36,176,6336,2534.4,0.4,Outlet
Foot Locker,1185743,"Tuesday, June 8, 2021",West,Rajisthan,Bikaner,Men,Athletic Footwear,35,105,3675,1433.25,0.39,Outlet
Foot Locker,1185743,"Tuesday, June 8, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,32,74,2368,994.56,0.42,Outlet
Foot Locker,1185743,"Tuesday, June 8, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,26,70,1820,837.2,0.46,Outlet
Foot Locker,1185743,"Tuesday, June 8, 2021",West,Rajisthan,Bikaner,Men,Apparel,39,66,2574,900.9,0.35,Outlet
Foot Locker,1185743,"Tuesday, June 8, 2021",West,Rajisthan,Bikaner,Women,Apparel,43,119,5117,2302.65,0.45,Outlet
Foot Locker,1185743,"Tuesday, July 6, 2021",West,Rajisthan,Bikaner,Men,Street Footwear,38,173,6574,2498.12,0.38,Outlet
Foot Locker,1185743,"Tuesday, July 6, 2021",West,Rajisthan,Bikaner,Men,Athletic Footwear,32,114,3648,1349.76,0.37,Outlet
Foot Locker,1185743,"Tuesday, July 6, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,27,78,2106,947.7,0.45,Outlet
Foot Locker,1185743,"Tuesday, July 6, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,31,60,1860,855.6,0.46,Outlet
Foot Locker,1185743,"Tuesday, July 6, 2021",West,Rajisthan,Bikaner,Men,Apparel,33,68,2244,762.96,0.34,Outlet
Foot Locker,1185743,"Tuesday, July 6, 2021",West,Rajisthan,Bikaner,Women,Apparel,38,136,5168,2170.56,0.42,Outlet
Foot Locker,1185743,"Saturday, August 7, 2021",West,Rajisthan,Bikaner,Men,Street Footwear,38,182,6916,2835.56,0.41,Outlet
Foot Locker,1185743,"Saturday, August 7, 2021",West,Rajisthan,Bikaner,Men,Athletic Footwear,31,111,3441,1307.58,0.38,Outlet
Foot Locker,1185743,"Saturday, August 7, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,30,85,2550,1096.5,0.43,Outlet
Foot Locker,1185743,"Saturday, August 7, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,29,47,1363,586.09,0.43,Outlet
Foot Locker,1185743,"Saturday, August 7, 2021",West,Rajisthan,Bikaner,Men,Apparel,37,40,1480,532.8,0.36,Outlet
Foot Locker,1185743,"Saturday, August 7, 2021",West,Rajisthan,Bikaner,Women,Apparel,38,96,3648,1714.56,0.47,Outlet
Foot Locker,1185743,"Monday, September 6, 2021",West,Rajisthan,Bikaner,Men,Street Footwear,39,128,4992,2096.64,0.42,Outlet
Foot Locker,1185743,"Monday, September 6, 2021",West,Rajisthan,Bikaner,Men,Athletic Footwear,30,79,2370,876.9,0.37,Outlet
Foot Locker,1185743,"Monday, September 6, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,29,39,1131,486.33,0.43,Outlet
Foot Locker,1185743,"Monday, September 6, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,30,32,960,441.6,0.46,Outlet
Foot Locker,1185743,"Monday, September 6, 2021",West,Rajisthan,Bikaner,Men,Apparel,34,33,1122,403.92,0.36,Outlet
Foot Locker,1185743,"Monday, September 6, 2021",West,Rajisthan,Bikaner,Women,Apparel,41,64,2624,1180.8,0.45,Outlet
Foot Locker,1185743,"Friday, October 8, 2021",West,Rajisthan,Bikaner,Men,Street Footwear,37,113,4181,1714.21,0.41,Outlet
Foot Locker,1185743,"Friday, October 8, 2021",West,Rajisthan,Bikaner,Men,Athletic Footwear,38,68,2584,981.92,0.38,Outlet
Foot Locker,1185743,"Friday, October 8, 2021",West,Rajisthan,Bikaner,Women,Street Footwear,40,30,1200,528,0.44,Outlet
Foot Locker,1185743,"Friday, October 8, 2021",West,Rajisthan,Bikaner,Women,Athletic Footwear,39,23,897,403.65,0.45,Outlet
Foot Locker,1185743,"Friday, October 8, 2021",West,Rajisthan,Bikaner,Men,Apparel,40,23,920,303.6,0.33,Outlet
Foot Locker,1185739,"Wednesday, January 1, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,50,1200,600000,300000,0.5,In-store
Foot Locker,1185739,"Thursday, January 2, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,1000,500000,150000,0.3,In-store
Foot Locker,1185739,"Friday, January 3, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,40,1000,400000,140000,0.35,In-store
Foot Locker,1185739,"Saturday, January 4, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,45,850,382500,133875,0.35,In-store
Foot Locker,1185739,"Sunday, January 5, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,900,540000,162000,0.3,In-store
Foot Locker,1185739,"Monday, January 6, 2020",West,Maharashtra,Mumbai,Women,Apparel,50,1000,500000,125000,0.25,In-store
Foot Locker,1185739,"Tuesday, January 7, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,50,1250,625000,312500,0.5,In-store
Foot Locker,1185739,"Wednesday, January 1, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,47,336,15792,9633.12,0.61,Online
Foot Locker,1185739,"Thursday, January 2, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,47,260,12220,5132.4,0.42,Online
Foot Locker,1185739,"Friday, January 3, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,36,250,9000,4140,0.46,Online
Foot Locker,1185739,"Saturday, January 4, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,41,247,10127,4658.42,0.46,Online
Foot Locker,1185739,"Sunday, January 5, 2020",West,Maharashtra,Mumbai,Men,Apparel,55,234,12870,5148,0.4,Online
Foot Locker,1185739,"Monday, January 6, 2020",West,Maharashtra,Mumbai,Women,Apparel,46,260,11960,4425.2,0.37,Online
Foot Locker,1185739,"Tuesday, January 7, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,46,313,14398,8926.76,0.62,Online
Foot Locker,1185739,"Wednesday, January 8, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,46,261,12006,5282.64,0.44,Online
Foot Locker,1185739,"Tuesday, January 21, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,36,276,9936,4669.92,0.47,Online
Foot Locker,1185739,"Wednesday, January 22, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,44,206,9064,4441.36,0.49,Online
Foot Locker,1185739,"Thursday, January 23, 2020",West,Maharashtra,Mumbai,Men,Apparel,58,243,14094,6060.42,0.43,Online
Foot Locker,1185739,"Friday, January 24, 2020",West,Maharashtra,Mumbai,Women,Apparel,48,290,13920,5289.6,0.38,Online
Foot Locker,1185739,"Saturday, January 25, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,46,354,16284,10258.92,0.63,Online
Foot Locker,1185739,"Sunday, January 26, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,48,259,12432,5345.76,0.43,Online
Foot Locker,1185739,"Monday, January 27, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,39,247,9633,4720.17,0.49,Online
Foot Locker,1185739,"Tuesday, January 28, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,43,216,9288,4644,0.5,Online
Foot Locker,1185739,"Wednesday, January 29, 2020",West,Maharashtra,Mumbai,Men,Apparel,59,230,13570,5699.4,0.42,Online
Foot Locker,1185739,"Thursday, January 30, 2020",West,Maharashtra,Mumbai,Women,Apparel,45,238,10710,3748.5,0.35,Online
Foot Locker,1185739,"Friday, January 31, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,45,300,13500,8370,0.62,Online
Foot Locker,1185739,"Saturday, February 1, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,47,234,10998,4509.18,0.41,Online
Foot Locker,1185739,"Sunday, February 2, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,39,252,9828,4914,0.5,Online
Foot Locker,1185739,"Monday, February 3, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,41,239,9799,4801.51,0.49,Online
Foot Locker,1185739,"Tuesday, February 4, 2020",West,Maharashtra,Mumbai,Men,Apparel,56,215,12040,5056.8,0.42,Online
Foot Locker,1185739,"Wednesday, February 5, 2020",West,Maharashtra,Mumbai,Women,Apparel,49,238,11662,4314.94,0.37,Online
Foot Locker,1185739,"Thursday, February 6, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,54,317,17118,10955.52,0.64,Online
Foot Locker,1185739,"Friday, February 7, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,259,12950,5180,0.4,Online
Foot Locker,1185739,"Saturday, February 8, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,46,261,12006,5642.82,0.47,Online
Foot Locker,1185739,"Sunday, February 9, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,46,230,10580,5078.4,0.48,Online
Foot Locker,1185739,"Monday, February 10, 2020",West,Maharashtra,Mumbai,Men,Apparel,59,245,14455,6504.75,0.45,Online
Foot Locker,1185739,"Tuesday, March 3, 2020",West,Maharashtra,Mumbai,Women,Apparel,59,290,17110,6159.6,0.36,Online
Foot Locker,1185739,"Wednesday, March 4, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,55,313,17215,10501.15,0.61,Online
Foot Locker,1185739,"Thursday, March 5, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,54,270,14580,5977.8,0.41,Online
Foot Locker,1185739,"Friday, March 6, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,46,278,12788,6138.24,0.48,Online
Foot Locker,1185739,"Saturday, March 7, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,47,261,12267,5520.15,0.45,Online
Foot Locker,1185739,"Sunday, March 8, 2020",West,Maharashtra,Mumbai,Men,Apparel,55,252,13860,6237,0.45,Online
Foot Locker,1185739,"Monday, March 9, 2020",West,Maharashtra,Mumbai,Women,Apparel,64,305,19520,7612.8,0.39,Online
Foot Locker,1185739,"Tuesday, March 10, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,59,319,18821,11292.6,0.6,Online
Foot Locker,1185739,"Wednesday, March 11, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,53,267,14151,5943.42,0.42,Online
Foot Locker,1185739,"Thursday, March 12, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,46,247,11362,5112.9,0.45,Online
Foot Locker,1185739,"Friday, March 13, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,46,243,11178,5141.88,0.46,Online
Foot Locker,1185739,"Saturday, March 14, 2020",West,Maharashtra,Mumbai,Men,Apparel,58,231,13398,5761.14,0.43,Online
Foot Locker,1185739,"Sunday, March 15, 2020",West,Maharashtra,Mumbai,Women,Apparel,61,286,17446,6978.4,0.4,Online
